dimer_comdist,VC_corrected
7.793321120252081,-0.6165147472211261
12.586334330280149,-0.40938567681412735
17.355269090343945,-0.29069923154414357
5.667021312278577,-0.7257848966739604
15.632084467066697,-0.3263122840942787
11.91445721841025,-0.43905814251942976
7.985757299033788,-0.43537507389488583
23.739635794651534,-0.22203340026867618
19.253716899565397,-0.27838799008499987
8.042303499841271,-0.6555313644411709
11.642796490317401,-0.4253825947223287
7.096965342422886,-0.7175062093336272
13.803090269800332,-0.4014593892764563
19.87609967683414,-0.2800445648437414
5.417403657819099,-0.6918890747341911
22.827927795095675,-0.23508549249094698
8.432381701678446,-0.6495874545131366
7.230107305071829,-0.6210916497447188
16.09320243784635,-0.30256053317068726
13.440779048977298,-0.39065662216638986
16.816882077397874,-0.3245504103610064
9.949544301957175,-0.5045608315671044
12.331379147885553,-0.49962607224723476
6.046720934950987,-0.7699325329173217
9.2399781348036,-0.6175401173988126
12.989404173161262,-0.4050517600967707
18.03954135698569,-0.29681189976135247
4.195255415523457,-0.7799743432490878
7.582476937772621,-0.6461573870522829
14.751612247577297,-0.3153126408194563
4.606416213931181,-0.7547936639203715
22.11043009990745,-0.24543231725084905
21.40448857704269,-0.23285840046585068
5.017649697164988,-0.7542956070685551
6.721925634818348,-0.6819293357923851
24.57657707708197,-0.2268932633330573
20.607544246249933,-0.23360989392048404
18.569232119238176,-0.27021482772223904
14.316502937238344,-0.32475738996729286
9.010964678710154,-0.5826901614428416
10.434901061527057,-0.5284484806771538
11.19502445349219,-0.5567631351050933
10.202637703528685,-0.5602617735050626
6.281916435872058,-0.6619281048758989
6.8218039301527424,-0.6764856389038884
9.484710491292589,-0.6122873179479777
6.476987367657803,-0.7121443387133385
15.145318435968175,-0.33982190244128585
10.875266410694374,-0.5127268679843048
8.77733520624202,-0.5794553791896556
