Mol_C_-1,Mol_C_1,dimer_comdist,radius,eps,IP,EA,ECT,VC,hash_C_1,hash_C_-1,P1_IP,P2_IP,P_IP,method,P1_EA,P2_EA,P_EA,P1_CT,P2_CT,P_CT,IP_corrected,EA_corrected,ECT_corrected,VC_corrected,VC_correction
Mol_8618_C_-1,Mol_1888_C_1,16.711247421561367,10.0,3.0,5.998927250009729,4.174352149973856,0.8254843500035349,-0.9990907500323374,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.45564653701847796,0.45564653701847796,atomic_atomic,0,0.45564653701847796,0.45564653701847796,0,0.3525440615672369,0.3525440615672369,5.54328071299125,4.629998686992335,0.47294028843629804,-0.4403417375626176,-0.558749012469719
Mol_1956_C_-1,Mol_1935_C_1,10.649759998460045,10.0,3.0,6.080274050007574,4.349122199986596,0.4478444500127807,-1.2833074000081979,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44351297805060247,0.44351297805060247,atomic_atomic,0,0.44351297805060247,0.44351297805060247,0,0.1830236238690274,0.1830236238690274,5.636761071956972,4.792635178037198,0.26482082614375335,-0.5793050677760204,-0.7040023322321776
Mol_2070_C_-1,Mol_2009_C_1,7.578523627363014,10.0,3.0,6.015429650011356,4.3665036499878624,0.19482785000582226,-1.4540981500176713,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44298240397356403,0.44298240397356403,atomic_atomic,0,0.44298240397356403,0.44298240397356403,0,0.10796455181730504,0.10796455181730504,5.572447246037792,4.809486053961426,0.08686329818851722,-0.6760978938878489,-0.778000256129823
Mol_5331_C_-1,Mol_2028_C_1,21.55231672723995,10.0,3.0,5.928455700006452,4.365314950002357,0.8444547999970382,-0.7186859500070568,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.470125961553547,0.470125961553547,atomic_atomic,0,0.470125961553547,0.470125961553547,0,0.4947605454585065,0.4947605454585065,5.458329738452905,4.835440911555905,0.3496942545385317,-0.2731945723584686,-0.44549137764858754
Mol_20824_C_-1,Mol_20721_C_1,7.395861278347602,10.0,3.0,6.124616099987179,4.420205100017483,0.25396384998748545,-1.4504471499822102,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44308375539478645,0.44308375539478645,atomic_atomic,0,0.44308375539478645,0.44308375539478645,0,0.1037914755799511,0.1037914755799511,5.681532344592393,4.86328885541227,0.15017237440753434,-0.6680711147725886,-0.7823760352096218
Mol_1394_C_-1,Mol_21150_C_1,9.202772819129988,10.0,3.0,6.052090800003498,4.363654700006009,0.33325305000471417,-1.3551830499927746,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44277756836083576,0.44277756836083576,atomic_atomic,0,0.44277756836083576,0.44277756836083576,0,0.1464082637198533,0.1464082637198533,5.609313231642662,4.806432268366845,0.18684478628486087,-0.6160361769909556,-0.7391468730018182
Mol_2218_C_-1,Mol_2279_C_1,12.726506805677932,10.0,3.0,6.038056000004872,4.631813949992647,0.3578523999894969,-1.0483896500227274,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4465627964884292,0.4465627964884292,atomic_atomic,0,0.4465627964884292,0.4465627964884292,0,0.23857713443583983,0.23857713443583983,5.591493203516443,5.0783767464810765,0.11927526555365708,-0.39384119148170904,-0.6545484585410186
Mol_2392_C_-1,Mol_2362_C_1,10.958984717573177,10.0,3.0,5.987596299994038,4.5604211000027135,0.2673116999940248,-1.1598634999973,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44409994797443725,0.44409994797443725,atomic_atomic,0,0.44409994797443725,0.44409994797443725,0,0.191083656252261,0.191083656252261,5.543496352019601,5.004521047977151,0.07622804374176381,-0.4627472603006867,-0.6971162396966135
Mol_2617_C_-1,Mol_2469_C_1,8.57706388667804,10.0,3.0,6.097412649993203,4.21725265000714,0.6186708500026725,-1.2614891499833902,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44268333404425675,0.44268333404425675,atomic_atomic,0,0.44268333404425675,0.44268333404425675,0,0.13116463872166398,0.13116463872166398,5.654729315948946,4.659935984051397,0.4875062112810086,-0.5072871206165405,-0.7542020293668495
Mol_2745_C_-1,Mol_2472_C_1,17.779709689345793,10.0,3.0,6.119478599997819,4.49071174999699,0.9005625999998301,-0.7282042500009993,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4588217117655292,0.4588217117655292,atomic_atomic,0,0.4588217117655292,0.4588217117655292,0,0.38437837830543164,0.38437837830543164,5.66065688823229,4.9495334617625195,0.5161842216943985,-0.19493920477537185,-0.5332650452256268
Mol_24756_C_-1,Mol_24866_C_1,24.58505718696865,10.0,3.0,5.971562950013322,4.377746699989075,0.9436709000146948,-0.6501453500095522,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.47453404832418167,0.47453404832418167,atomic_atomic,0,0.47453404832418167,0.47453404832418167,0,0.5586224504735382,0.5586224504735382,5.4970289016891405,4.852280748313256,0.3850484495411566,-0.25969970383472774,-0.39044564617482513
Mol_2563_C_-1,Mol_2519_C_1,11.958922329951674,10.0,3.0,6.080592250000336,4.2565268500038655,0.6217936500033829,-1.2022717499930877,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4452922052092507,0.4452922052092507,atomic_atomic,0,0.4452922052092507,0.4452922052092507,0,0.21768554049591193,0.21768554049591193,5.6353000447910855,4.701819055213116,0.404108109507471,-0.5293728800704982,-0.6728988699225895
Mol_2563_C_-1,Mol_2526_C_1,8.347986978567821,10.0,3.0,5.985233949992107,4.249064050003653,0.2723091499938164,-1.4638607499946374,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4427277418693548,0.4427277418693548,atomic_atomic,0,0.4427277418693548,0.4427277418693548,0,0.12581907399528863,0.12581907399528863,5.542506208122752,4.691791791873008,0.14649007599852776,-0.7042243402512163,-0.759636409743421
Mol_2758_C_-1,Mol_2660_C_1,13.944469233945437,10.0,3.0,5.89743759999692,4.551962650002679,0.3049780000001192,-1.0404969499941217,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44889962643927844,0.44889962643927844,atomic_atomic,0,0.44889962643927844,0.44889962643927844,0,0.2715844700166256,0.2715844700166256,5.448537973557642,5.000862276441957,0.0333935299834936,-0.41428216713219096,-0.6262147828619313
Mol_27456_C_-1,Mol_27502_C_1,5.485500956572356,10.0,3.0,6.240208750023157,4.47993659999338,0.20401675000903197,-1.5562554000207456,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4460509120844325,0.4460509120844325,atomic_atomic,0,0.4460509120844325,0.4460509120844325,0,0.06374776694734914,0.06374776694734914,5.794157837938725,4.925987512077812,0.14026898306168284,-0.7279013427992298,-0.8283540572215158
Mol_28250_C_-1,Mol_28178_C_1,9.620499770736465,10.0,3.0,5.96067364999908,4.250270349992206,0.5675848499959102,-1.1428184500109637,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4380535364336453,0.4380535364336453,atomic_atomic,0,0.4380535364336453,0.4380535364336453,0,0.15678052292846328,0.15678052292846328,5.522620113565435,4.688323886425851,0.4108043270674469,-0.42349190007213683,-0.7193265499388273
Mol_28203_C_-1,Mol_28282_C_1,22.26551061374696,10.0,3.0,6.030581399973016,4.324239900015527,1.0397937499801628,-0.666547749977326,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4712277727425339,0.4712277727425339,atomic_atomic,0,0.4712277727425339,0.4712277727425339,0,0.5113642570671707,0.5113642570671707,5.559353627230482,4.795467672758061,0.5284294929129921,-0.23545646155942912,-0.4310912884178971
Mol_29028_C_-1,Mol_28983_C_1,11.622660045160542,10.0,3.0,5.972403299994767,4.091092849994311,0.6620667999959551,-1.2192436500045005,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4448241525557536,0.4448241525557536,atomic_atomic,0,0.4448241525557536,0.4448241525557536,0,0.20864504119735788,0.20864504119735788,5.527579147439013,4.535917002550065,0.4534217587985972,-0.5382403860903515,-0.6810032639141492
Mol_4015_C_-1,Mol_4010_C_1,6.958097081548516,10.0,3.0,6.052730350013007,4.368983299980755,0.12894010001036804,-1.5548069500218844,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4434867532056459,0.4434867532056459,atomic_atomic,0,0.4434867532056459,0.4434867532056459,0,0.09419245852269363,0.09419245852269363,5.609243596807362,4.8124700531864,0.03474764148767441,-0.7620259021332871,-0.7927810478885982
Mol_4897_C_-1,Mol_4725_C_1,16.179293400524458,10.0,3.0,6.259667049991549,4.589777650020551,0.7284833500016248,-0.9414060499693733,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4542117509813291,0.4542117509813291,atomic_atomic,0,0.4542117509813291,0.4542117509813291,0,0.3367493170572435,0.3367493170572435,5.8054552990102195,5.04398940100188,0.3917340329443813,-0.3697318650639578,-0.5716741849054148
Mol_4934_C_-1,Mol_4908_C_1,8.769673195988828,10.0,3.0,5.879005300012068,4.452176300008432,-0.026266149987350218,-1.453095149990986,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44269853806632964,0.44269853806632964,atomic_atomic,0,0.44269853806632964,0.44269853806632964,0,0.13587887508340088,0.13587887508340088,5.436306761945739,4.894874838074761,-0.1621450250707511,-0.7035769489417284,-0.7495182010492584
Mol_598_C_-1,Mol_502_C_1,23.01239122795606,10.0,3.0,6.049661550016026,4.3018138999759685,1.085123350014328,-0.6627243000257295,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.47264531393288906,0.47264531393288906,atomic_atomic,0,0.47264531393288906,0.47264531393288906,0,0.5281501043553982,0.5281501043553982,5.577016236083137,4.774459213908858,0.5569732456589298,-0.2455837765153488,-0.4171405235103799
Mol_5261_C_-1,Mol_5313_C_1,17.214114822797832,10.0,3.0,5.962200549984118,4.423654500002158,0.7262297499983106,-0.8123162999836495,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.45716784061231996,0.45716784061231996,atomic_atomic,0,0.45716784061231996,0.45716784061231996,0,0.36750301476191266,0.36750301476191266,5.505032709371798,4.880822340614478,0.3587267352363979,-0.2654836335209216,-0.5468326664627272
Mol_5185_C_-1,Mol_5341_C_1,6.708267560814237,10.0,3.0,5.913806149997981,4.382920800009742,0.07423519999429118,-1.4566501499939477,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44378574776139834,0.44378574776139834,atomic_atomic,0,0.44378574776139834,0.44378574776139834,0,0.08876011927645176,0.08876011927645176,5.470020402236583,4.826706547771141,-0.014524919282160584,-0.6578387737476021,-0.7988113762463449
Mol_703_C_-1,Mol_628_C_1,13.123524176463848,10.0,3.0,5.999677849991713,4.451700800011167,0.5351836499903584,-1.012793399990187,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44728875861442086,0.44728875861442086,atomic_atomic,0,0.44728875861442086,0.44728875861442086,0,0.24936940091192522,0.24936940091192522,5.552389091377292,4.898989558625588,0.28581424907843317,-0.3675852836732712,-0.6452081163169165
Mol_7427_C_-1,Mol_7628_C_1,14.783919424071108,10.0,3.0,6.13983410000219,4.2655044499988435,0.9805452500004321,-0.8937844000029145,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4507064377862163,0.4507064377862163,atomic_atomic,0,0.4507064377862163,0.4507064377862163,0,0.29641598180549483,0.29641598180549483,5.689127662215974,4.71621088778506,0.6841292681949374,-0.2887875062359764,-0.6049968937669377
Mol_1411_C_-1,Mol_8147_C_1,23.792984754871295,10.0,3.0,6.053064900013851,4.314700799994171,1.0886439499881817,-0.6497201500314986,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.47367779189091236,0.47367779189091236,atomic_atomic,0,0.47367779189091236,0.47367779189091236,0,0.5439050170805549,0.5439050170805549,5.579387108122939,4.788378591885083,0.5447389329076268,-0.24626958333022897,-0.4034505667012698
Mol_808_C_-1,Mol_815_C_1,4.747296388273489,10.0,3.0,6.1918139999907,4.393760699997074,0.15597009999328293,-1.642083200000343,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4480517132118909,0.4480517132118909,atomic_atomic,0,0.4480517132118909,0.4480517132118909,0,0.050072245590704854,0.050072245590704854,5.743762286778809,4.841812413208965,0.10589785440257807,-0.7960520191672661,-0.8460311808330769
Mol_8382_C_-1,Mol_8355_C_1,8.122649386301191,10.0,3.0,5.98025375000725,4.460169500001939,-0.028562200008309446,-1.5486464500136208,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.44277713350123493,0.44277713350123493,atomic_atomic,0,0.44277713350123493,0.44277713350123493,0,0.12052210922765567,0.12052210922765567,5.537476616506016,4.9029466335031735,-0.1490843092359651,-0.7836142922388074,-0.7650321577748141
Mol_9295_C_-1,Mol_9146_C_1,7.914738424379687,10.0,3.0,6.164592999994056,4.289182100008475,0.5650415999843972,-1.3103693000011845,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.4428619964329271,0.4428619964329271,atomic_atomic,0,0.4428619964329271,0.4428619964329271,0,0.11569903977274928,0.11569903977274928,5.721731003561129,4.732044096441402,0.44934256021164787,-0.5403443469080798,-0.7700249530931049
Mol_10774_C_-1,Mol_10764_C_1,18.37362003269552,15.0,3.0,5.932431399996858,4.521256100008031,0.6303370999958133,-0.7808381999930134,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.2971718562753683,0.2971718562753683,atomic_atomic,0,0.2971718562753683,0.2971718562753683,0,0.15034918646769319,0.15034918646769319,5.63525954372149,4.8184279562834,0.47998791352812015,-0.33684367390996967,-0.4439945260830434
Mol_1356_C_-1,Mol_1109_C_1,15.184818220736009,15.0,3.0,5.92651275001117,4.753632050007582,0.3259311000001617,-0.8469496000034269,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.2954099570128767,0.2954099570128767,atomic_atomic,0,0.2954099570128767,0.2954099570128767,0,0.11298017299452424,0.11298017299452424,5.631102792998294,5.049042007020458,0.21295092700563745,-0.3691098589721985,-0.47783974103122917
Mol_11287_C_-1,Mol_11147_C_1,14.370150112603458,15.0,3.0,5.8691455500083975,4.636189749988262,0.35496985001373105,-0.8779859500064049,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.2952736714547904,0.2952736714547904,atomic_atomic,0,0.2952736714547904,0.2952736714547904,0,0.10386089532116845,0.10386089532116845,5.573871878553607,4.931463421443052,0.2511089546925626,-0.39129950241799266,-0.48668644758841234
Mol_1110_C_-1,Mol_1152_C_1,11.249988332128504,15.0,3.0,5.951379049991374,4.819195899995975,0.14805624999280553,-0.9841269000025932,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.29537569590908946,0.29537569590908946,atomic_atomic,0,0.29537569590908946,0.29537569590908946,0,0.07080497655051414,0.07080497655051414,5.6560033540822845,5.114571595905065,0.0772512734422914,-0.4641804847349285,-0.5199464152676648
Mol_11424_C_-1,Mol_11576_C_1,20.22327843273064,15.0,3.0,5.859188599992194,4.767627299996093,0.44255340000381693,-0.6490078999922844,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.2986535860057194,0.2986535860057194,atomic_atomic,0,0.2986535860057194,0.2986535860057194,0,0.17300578664238547,0.17300578664238547,5.560535013986475,5.066280886001812,0.26954761336143146,-0.22470651462323116,-0.4243013853690533
Mol_1229_C_-1,Mol_1173_C_1,7.218788934537921,15.0,3.0,5.895125500013819,4.438628599978983,0.16876720001164358,-1.287729700023192,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.2984507307491406,0.2984507307491406,atomic_atomic,0,0.2984507307491406,0.2984507307491406,0,0.03413287334955758,0.03413287334955758,5.596674769264679,4.737079330728124,0.134634326662086,-0.7249611118744692,-0.5627685881487235
Mol_12429_C_-1,Mol_12451_C_1,5.826330532122775,15.0,3.0,6.0873184499942,4.645903049982735,0.13685770001029596,-1.304557700001169,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.3007259843086549,0.3007259843086549,atomic_atomic,0,0.3007259843086549,0.3007259843086549,0,0.023645905934978364,0.023645905934978364,5.786592465685545,4.94662903429139,0.11321179407531759,-0.7267516373188375,-0.5778060626823314
Mol_13891_C_-1,Mol_13945_C_1,10.383312434470122,15.0,3.0,5.812775650003459,4.551156849993276,0.2374580000032438,-1.024160800006939,85c3a3ab062b03030c19959e00caa036,69b6a5a2aca38ba2f734a6724ea30826,0,0.2957642152301084,0.2957642152301084,atomic_atomic,0,0.2957642152301084,0.2957642152301084,0,0.062284292699302565,0.062284292699302565,5.517011434773351,4.846921065223385,0.17517370730394122,-0.4949166622460246,-0.5292441377609142
