43.8035 33.3423 57.6301 1
42.8658 42.3797 50.6982 1
43.3265 48.1223 54.4782 1
43.3117 57.346 27.7767 1
44.3757 53.1027 43.297 1
42.711 51.4009 11.3443 1
42.8971 24.7344 39.4309 1
43.3856 7.267 -44.7791 1
42.1011 17.517 25.7183 1
46.7716 45.2938 37.2281 1
45.3153 29.7555 2.53766 1
44.0993 19.7685 9.67296 1
44.1407 24.764 21.9858 1
43.5984 38.6158 19.5628 1
46.3556 33.5627 15.3234 1
43.0895 6.54108 15.5749 1
42.2815 8.78609 -20.1911 1
41.9125 -9.80653 -21.6025 1
42.2885 -54.2908 -15.3527 1
42.1701 -18.8682 -29.4433 1
46.2611 45.9105 -4.07732 1
45.1803 -8.02616 -11.6065 1
43.8634 -25.7443 -34.0162 1
45.9258 -59.4001 49.5866 1
44.5545 -0.57107 -25.193 1
45.6981 19.0064 -4.85391 1
45.2003 9.97707 -30.5638 1
47.3542 45.4644 15.1214 1
50.209 29.5344 1.87862 1
46.2841 15.3817 -18.2504 1
48.4403 29.6122 -12.8872 1
43.4438 -11.8595 0.0227271 1
47.5268 5.66782 -35.1835 1
51.089 31.6504 14.7485 1
49.568 17.5612 -10.3907 1
44.5929 -24.7621 -3.63073 1
45.6116 8.81459 2.45796 1
49.7439 9.81205 -1.75327 1
48.5234 -1.6427 -3.71109 1
47.7352 43.5254 25.251 0
47.5736 32.9649 30.9226 1
54.5541 18.1367 -7.01385 1
43.9033 4.1659 -55.1419 1
46.8235 -9.35694 4.94954 1
42.3859 3.38146 46.5428 1
45.3111 -28.5136 45.0196 1
41.9503 -6.31178 57.9332 1
43.9492 -14.3246 47.0752 1
44.8173 12.8154 58.4312 1
47.8741 11.5841 -46.7938 1
42.8977 -45.4984 58.4678 1
45.0021 -9.62399 13.4184 1
46.7808 35.1016 53.8888 0
43.682 -21.9404 31.7455 1
46.2882 -11.7721 29.3819 1
49.0366 49.3746 52.404 1
43.7638 -22.2055 9.1028 1
51.2236 34.6947 -8.87324 1
47.9805 2.95381 56.8571 1
42.6938 -36.4763 -53.2078 1
47.6794 -13.93 16.9284 1
48.6917 28.3542 49.1511 1
49.2368 20.735 46.1989 1
43.8542 -43.5773 -9.34264 1
42.7455 25.512 -24.3291 0
46.3354 0.348458 17.3557 0
48.7851 -3.31518 23.7114 1
48.927 27.145 -21.8745 1
50.8475 40.75 43.956 1
50.7897 -7.08842 30.7892 1
43.703 -48.384 0.857148 1
46.4466 29.1309 -32.2778 1
46.5522 42.8764 -16.8432 1
47.7777 -47.7404 -6.55028 1
44.6419 -7.09398 -44.0368 1
44.3816 -26.2364 -14.1133 0
48.0205 51.4451 -6.77313 1
48.1586 -8.82134 -40.0298 1
52.0588 -8.31875 -2.18287 1
45.9263 -56.6049 -18.8995 1
50.0564 12.2456 10.5445 1
52.2757 -14.2074 22.1696 1
54.0468 -0.5693 5.12756 1
49.9918 12.1627 19.9395 1
50.5425 55.1786 -11.361 1
51.3809 -54.9781 -8.11675 1
47.4837 -19.0105 -19.5568 1
49.346 -13.4179 -29.3091 1
49.4974 -23.9772 30.6565 1
45.1818 -33.4781 32.8864 1
49.6553 -23.0789 -31.2026 1
49.1907 -29.0157 -8.12184 1
46.704 56.2759 5.31225 1
50.872 -59.088 -1.46271 0
46.1929 -41.9253 7.67152 1
45.5216 -28.2981 20.0393 1
49.1442 51.64 -20.4237 1
50.3168 -31.0076 24.5539 1
48.5354 -39.4515 -16.7655 1
46.0633 43.5572 -31.0515 1
48.2653 -33.3952 -27.5286 1
48.5477 -35.1591 13.7412 1
52.6232 -44.8657 -5.96319 1
52.8492 -29.1087 16.8313 1
51.7057 -2.90642 -27.7224 1
51.6997 -38.4955 -20.6496 1
47.652 32.1219 -38.2386 1
51.5089 -35.0646 0.547393 1
47.9738 -38.4361 38.8054 1
48.1176 6.7508 -15.4992 0
53.7783 -51.7964 -17.3226 1
46.7865 -27.2643 6.52877 0
49.2423 -27.1543 3.29699 0
50.7931 -17.1438 -40.8749 1
46.5949 32.3734 -48.9401 1
52.7535 -14.8081 37.2666 1
54.2861 -28.921 3.55425 1
49.4368 19.3942 30.7688 1
53.0291 1.21484 -11.6288 1
47.5958 -53.2491 38.5091 1
52.1243 -10.1201 -45.1863 0
44.7292 59.5505 -31.2006 1
55.2087 -32.2424 -11.9609 1
52.4573 -16.6048 -14.3827 1
52.249 -46.6989 -25.3995 1
56.0659 -9.95553 -16.3971 1
55.6759 -1.74458 -24.6799 1
50.4538 -53.6137 -28.2166 1
52.9195 -58.4909 -27.9399 1
51.3382 3.03044 27.7185 1
55.6788 -33.6206 10.7889 0
44.9023 -54.0478 24.3715 1
52.637 0.342583 -44.5431 1
43.816 -42.2784 20.9635 0
49.2345 -41.7207 25.7525 1
52.9328 40.693 -6.01187 0
51.4175 -42.7278 37.656 1
57.8379 -27.6307 4.17157 1
48.1827 1.24959 41.8422 1
56.1345 8.10781 -15.1346 1
54.1308 11.8426 -25.7267 1
48.8045 -59.0162 9.72002 1
49.056 10.179 37.6746 1
57.7776 11.5946 -0.947082 1
59.283 4.35592 3.26048 1
52.0842 9.12281 49.1699 1
53.2136 17.2926 27.2425 1
59.337 11.1567 8.59536 1
49.4 19.1078 -54.3285 1
43.444 -55.1733 -43.4186 1
47.5996 -31.086 -44.3455 1
47.7235 -53.8074 16.7169 0
52.0623 -50.1926 11.5935 1
