8.50104 -0.466347 4.37731 0
7.54585 8.71908 27.4952 0
8.39356 46.3672 19.8426 0
7.33302 48.3982 -38.8152 0
7.18398 30.9411 -37.6592 0
7.16208 38.6382 0.398986 0
7.87443 21.7243 -17.9552 0
10.2237 30.4521 -30.9469 0
8.1204 -56.4832 -54.9261 0
9.15887 18.5018 -33.817 0
9.08872 0.881511 -32.0695 0
9.01361 -21.0119 -12.1315 0
8.50106 -52.43 28.7571 0
8.25965 34.093 16.8619 0
8.43854 25.7323 25.4833 0
9.6366 -12.1007 45.4466 0
7.81402 -32.312 24.6281 0
7.46351 -56.6485 11.1003 0
9.39719 47.5965 -45.0314 0
9.25196 38.0385 -16.4442 0
7.87777 6.71114 46.9052 0
7.79607 21.4748 6.64894 0
9.21054 11.8757 38.2475 0
8.38443 -20.6294 -28.2139 0
10.4558 23.876 -16.2393 0
10.0916 -6.87686 -38.6062 0
9.96469 49.1965 -32.3868 0
8.4637 -48.8802 -20.5749 0
10.8828 15.8771 -29.6833 0
8.0938 -54.8304 -30.0628 0
9.96263 23.0291 -46.0836 0
10.5104 12.9612 26.7431 0
10.4319 -38.568 -30.9063 0
13.0436 33.4024 -31.3546 0
9.47276 -7.5453 -5.86121 0
11.1962 39.2709 4.77342 0
8.06437 46.5501 35.6923 0
11.6952 2.63522 5.24428 0
11.3388 45.609 16.2861 0
11.9374 31.1789 3.20775 0
9.47682 -46.8998 -39.9506 0
14.0386 35.9266 18.8392 0
9.45144 42.2263 -53.0065 0
9.03577 54.4351 4.84084 0
12.5943 25.4047 2.1657 0
9.10198 -4.78598 -50.6823 0
8.64679 48.1041 58.2755 0
12.6119 19.7427 30.9054 0
11.3608 -6.4006 -10.3562 0
10.2064 5.35468 -14.2186 0
10.2228 20.2714 -6.85817 0
12.7348 19.3554 4.93313 0
13.9057 3.77812 -5.14385 0
11.5992 7.12772 15.5094 0
14.8947 6.87542 7.96093 0
14.9051 34.0473 22.3391 0
7.43332 -50.8737 -5.05997 0
16.1682 18.6675 3.56795 0
15.4293 13.8866 -5.68678 0
10.3645 33.4441 -52.6601 0
15.3373 22.9807 -15.8855 0
9.27542 -24.309 26.499 0
15.5152 5.39182 -10.4513 0
11.3306 38.0881 57.2069 0
12.5497 -43.404 -38.754 0
10.4967 25.243 40.6188 0
9.81528 -37.595 5.58994 0
9.90356 33.4661 44.2809 0
14.6478 13.876 -22.2307 0
8.97712 -45.0018 43.8841 0
15.6868 15.1356 -27.2919 0
9.78477 -30.2438 -45.4458 0
10.9275 58.5446 3.06389 0
13.1052 -55.0923 -37.4892 0
12.6143 58.3768 -31.0957 0
10.0989 -14.4693 3.81862 0
15.6462 54.4025 -35.8219 0
9.67869 55.991 -24.2355 1
10.791 47.935 -9.59486 0
18.6131 13.3036 -22.4602 0
15.84 -46.612 -41.7793 0
11.1325 -21.7426 -36.3051 0
15.1214 -11.4531 -10.9114 0
12.1413 -33.4103 -48.5356 0
14.5306 5.46605 -29.6644 0
10.9542 -45.9291 32.3528 0
13.3414 3.99169 -36.8355 0
16.6201 39.1418 8.21374 0
8.12997 54.9909 56.546 1
11.3343 -52.1708 -55.0118 0
10.1632 -33.0096 30.8804 0
12.7402 -9.66901 -40.2623 0
17.2793 2.32464 -22.0628 0
9.62953 49.2717 46.5157 0
9.32307 -21.4486 -54.5847 0
14.9101 -6.50994 -21.241 0
13.9794 -11.0298 -27.4397 0
13.9339 -21.2507 -41.6165 0
13.8943 37.5118 -12.961 0
13.0892 -22.6812 -24.2661 0
13.8578 -33.7849 -28.3601 0
20.431 4.62646 -6.20986 0
8.38767 14.4082 -47.423 1
12.8986 43.8443 50.256 0
11.0619 -59.0297 49.3786 0
14.7183 28.793 40.4889 0
13.9602 -35.2008 30.6174 0
11.2999 -48.4357 49.4928 0
15.8876 -14.405 -43.8926 0
17.3053 34.0671 -1.85068 0
9.7622 -16.128 24.5011 0
14.0345 -46.7527 54.5675 0
12.0798 -7.68721 13.2863 0
10.8463 -45.6642 15.1329 0
15.1416 58.7026 -59.1049 0
16.5556 -7.75353 -44.2949 0
