Mol_C_-1,Mol_C_1,dimer_comdist,radius,eps,IP,EA,ECT,VC,hash_C_1,hash_C_-1,P1_IP,P2_IP,P_IP,method,P1_EA,P2_EA,P_EA,P1_CT,P2_CT,P_CT,IP_corrected,EA_corrected,ECT_corrected,VC_corrected,VC_correction,VC_correction_value
Mol_20668_C_-1,Mol_20629_C_1,5.408014805925028,10.0,3.0,5.679826799998409,3.801890999995521,0.2957282999996096,-1.5822075000032785,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4462147969107784,0.4462147969107784,atomic_atomic,0,0.4462147969107784,0.4462147969107784,0,0.0623043757091629,0.0623043757091629,5.233612003087631,4.2481057969063,0.2334239242904466,-0.752082281890884,-0.8301252181123939,0.0
Mol_2094_C_-1,Mol_2089_C_1,15.224156413518148,10.0,3.0,5.595349500013981,3.809511899991776,0.8425832000066293,-0.9432544000155758,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4517453718840907,0.4517453718840907,atomic_atomic,0,0.4517453718840907,0.4517453718840907,0,0.3085566027340916,0.3085566027340916,5.1436041281298905,4.261257271875866,0.5340265972725378,-0.3483202589814864,-0.5949341410340899,0.0
Mol_2129_C_-1,Mol_2106_C_1,3.958147114589582,10.0,3.0,5.808336449990748,3.636936400012928,0.4897279499855358,-1.6816720999922836,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4505308438062686,0.4505308438062686,atomic_atomic,0,0.4505308438062686,0.4505308438062686,0,0.037066278221843,0.037066278221843,5.357805606184479,4.087467243819197,0.4526616717636927,-0.8176766906015889,-0.8639954093906942,0.0
Mol_21251_C_-1,Mol_21246_C_1,8.823763636298546,10.0,3.0,5.633114049996948,3.695715549998568,0.5282163500087336,-1.4091821499896469,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4426768481709565,0.4426768481709565,atomic_atomic,0,0.4426768481709565,0.4426768481709565,0,0.1371884205579935,0.1371884205579935,5.190437201825992,4.138392398169524,0.39102792945074,-0.661016874205728,-0.7481652757839194,0.0
Mol_8694_C_-1,Mol_2157_C_1,9.19386828348471,10.0,3.0,5.6246740499918815,3.781150050010183,0.5050220499979332,-1.3385019499837654,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4427773973438234,0.4427773973438234,atomic_atomic,0,0.4427773973438234,0.4427773973438234,0,0.1463917412602894,0.1463917412602894,5.181896652648058,4.223927447354006,0.3586303087376438,-0.5993388965564085,-0.7391630534273574,0.0
Mol_21749_C_-1,Mol_21588_C_1,10.562190485793924,10.0,3.0,5.653182349997223,3.654547999991337,0.728979449995677,-1.2696549000102095,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.443521837459056,0.443521837459056,atomic_atomic,0,0.443521837459056,0.443521837459056,0,0.1813092443659274,0.1813092443659274,5.209660512538167,4.098069837450393,0.5476702056297496,-0.5639204694580242,-0.7057344305521847,0.0
Mol_21686_C_-1,Mol_21624_C_1,8.490761624338244,10.0,3.0,5.551284950008267,3.653519200001029,0.5508258000045316,-1.3469399500027066,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4427127000385198,0.4427127000385198,atomic_atomic,0,0.4427127000385198,0.4427127000385198,0,0.1288367431195694,0.1288367431195694,5.108572249969747,4.096231900039548,0.4219890568849621,-0.5903512930452365,-0.7565886569574702,0.0
Mol_21802_C_-1,Mol_21805_C_1,8.128755612561145,10.0,3.0,5.568841849992168,3.948233200004324,0.2702672499872278,-1.350341400000616,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4427795584335242,0.4427795584335242,atomic_atomic,0,0.4427795584335242,0.4427795584335242,0,0.1203636035577801,0.1203636035577801,5.126062291558644,4.391012758437848,0.1499036464294476,-0.5851458866913479,-0.7651955133092683,0.0
Mol_24554_C_-1,Mol_24543_C_1,5.890273757197762,10.0,3.0,5.751819550001528,3.736645199984196,0.2638401000149315,-1.751334250002401,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4452732261819856,0.4452732261819856,atomic_atomic,0,0.4452732261819856,0.4452732261819856,0,0.0718199314050537,0.0718199314050537,5.306546323819543,4.181918426166181,0.1920201686098777,-0.932607729043484,-0.8187265209589175,0.0
Mol_5105_C_-1,Mol_24597_C_1,6.18958579896894,10.0,3.0,5.822923450003145,3.605146649992093,0.5349236500042025,-1.682853150006849,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4445982731113312,0.4445982731113312,atomic_atomic,0,0.4445982731113312,0.4445982731113312,0,0.077522910566739,0.077522910566739,5.378325176891814,4.049744923103424,0.4574007394374635,-0.8711795143509264,-0.8116736356559234,0.0
Mol_24657_C_-1,Mol_24607_C_1,9.514720079295056,10.0,3.0,5.660386499992455,3.808270549998269,0.4184786999976495,-1.4336372499965364,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.44291117109033,0.44291117109033,atomic_atomic,0,0.44291117109033,0.44291117109033,0,0.1546582962118572,0.1546582962118572,5.217475328902125,4.251181721088599,0.2638204037857922,-0.7024732040277337,-0.7311640459688027,0.0
Mol_27312_C_-1,Mol_27290_C_1,4.137464362139038,10.0,3.0,6.135932450008113,3.722729349989095,0.7563332999998238,-1.6568698000191944,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4499237212952002,0.4499237212952002,atomic_atomic,0,0.4499237212952002,0.4499237212952002,0,0.0397229546377937,0.0397229546377937,5.686008728712912,4.172653071284295,0.71661034536203,-0.796745312066587,-0.8601244879526067,0.0
Mol_28068_C_-1,Mol_28048_C_1,11.747110915068257,10.0,3.0,5.709277199988719,3.618389250012114,0.9489279999834253,-1.1419599499931792,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4450336951326566,0.4450336951326566,atomic_atomic,0,0.4450336951326566,0.4450336951326566,0,0.21281484214946,0.21281484214946,5.264243504856062,4.063422945144771,0.7361131578339652,-0.4647074018773256,-0.6772525481158532,0.0
Mol_4568_C_-1,Mol_4616_C_1,22.600182638482487,10.0,3.0,5.778410550003173,3.689325549989008,1.4172684000077425,-0.671816600006423,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4720180663049065,0.4720180663049065,atomic_atomic,0,0.4720180663049065,0.4720180663049065,0,0.5189383531141817,0.5189383531141817,5.306392483698266,4.161343616293914,0.8983300468935608,-0.2467188205107912,-0.4250977794956314,0.0
Mol_14829_C_-1,Mol_4819_C_1,11.449276290006544,10.0,3.0,5.612478800001554,3.753701850000653,0.7910669499979122,-1.0677100000029895,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4445989441878386,0.4445989441878386,atomic_atomic,0,0.4445989441878386,0.4445989441878386,0,0.2038468430885805,0.2038468430885805,5.167879855813716,4.198300794188491,0.5872201069093317,-0.3823589547158936,-0.6853510452870968,0.0
Mol_5105_C_-1,Mol_4821_C_1,12.262236846325653,10.0,3.0,5.815377049992094,3.571104649992776,1.154224300000351,-1.0900480999989668,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4457395873582959,0.4457395873582959,atomic_atomic,0,0.4457395873582959,0.4457395873582959,0,0.2254814234887065,0.2254814234887065,5.369637462633798,4.016844237351072,0.9287428765116444,-0.4240503487710815,-0.6659977512278853,0.0
Mol_4838_C_-1,Mol_4936_C_1,5.287190232851367,10.0,3.0,5.701512299987371,3.697405750004691,0.4125319500017212,-1.5915745999809587,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4465378022156963,0.4465378022156963,atomic_atomic,0,0.4465378022156963,0.4465378022156963,0,0.0597430377189655,0.0597430377189655,5.254974497771675,4.143943552220387,0.3527889122827558,-0.7582420332685326,-0.8333325667124271,0.0
Mol_4733_C_-1,Mol_4996_C_1,17.78432275046412,10.0,3.0,5.616416749995551,3.775729250002769,1.0587315500015393,-0.781955949991243,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4587796662254635,0.4587796662254635,atomic_atomic,0,0.4587796662254635,0.4587796662254635,0,0.3839622683055526,0.3839622683055526,5.157637083770087,4.234508916228233,0.6747692816959867,-0.2483588858458676,-0.5335970641453744,0.0
Mol_5572_C_-1,Mol_5553_C_1,3.905774366834959,10.0,3.0,5.794222149983398,3.698867200015229,0.3009243499982403,-1.7944305999699282,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4504684343578963,0.4504684343578963,atomic_atomic,0,0.4504684343578963,0.4504684343578963,0,0.0361880957383659,0.0361880957383659,5.3437537156255015,4.149335634373125,0.2647362542598744,-0.9296818269925018,-0.8647487729774267,0.0
Mol_7607_C_-1,Mol_7540_C_1,4.426442376761495,10.0,3.0,5.732319899994764,3.858790800004499,0.2329423999908613,-1.6405866999994032,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4490921923323464,0.4490921923323464,atomic_atomic,0,0.4490921923323464,0.4490921923323464,0,0.0443509038033178,0.0443509038033178,5.283227707662417,4.307882992336846,0.1885914961875434,-0.7867532191380275,-0.8538334808613749,0.0
Mol_7785_C_-1,Mol_7571_C_1,24.46585706164627,10.0,3.0,5.682782299991231,3.718761799987988,1.3749124000023585,-0.5891081000008853,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4744057862168416,0.4744057862168416,atomic_atomic,0,0.4744057862168416,0.4744057862168416,0,0.5562268393528934,0.5562268393528934,5.20837651377439,4.193167586204829,0.8186855606494651,-0.1965233669200951,-0.3925847330807898,0.0
Mol_7639_C_-1,Mol_7618_C_1,14.142618336964496,10.0,3.0,5.6182329500006745,3.7110714500013273,0.9099820999981604,-0.9971794000011868,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4493374193662686,0.4493374193662686,atomic_atomic,0,0.4493374193662686,0.4493374193662686,0,0.2778002683248566,0.2778002683248566,5.168895530634406,4.160408869367596,0.6321818316733037,-0.3763048295935061,-0.6208745704076806,0.0
Mol_1393_C_-1,Mol_7631_C_1,19.247349626876893,10.0,3.0,5.759246999994502,3.8073786000022665,1.1465400499873797,-0.8053283500048565,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.463404279274659,0.463404279274659,atomic_atomic,0,0.463404279274659,0.463404279274659,0,0.4286039519314956,0.4286039519314956,5.295842720719843,4.270782879276926,0.7179360980558839,-0.3071237433870338,-0.4982046066178224,0.0
Mol_7758_C_-1,Mol_7782_C_1,4.436239569584066,10.0,3.0,5.844811050003045,3.691456499989727,0.4823966500116512,-1.6709579000016674,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4489791818817954,0.4489791818817954,atomic_atomic,0,0.4489791818817954,0.4489791818817954,0,0.0449202643942967,0.0449202643942967,5.39583186812125,4.140435681871522,0.4374763856173545,-0.8179198006323734,-0.8530380993692941,0.0
Mol_7804_C_-1,Mol_7875_C_1,18.503759770680453,10.0,3.0,5.623540250002407,3.7068446000048425,1.0936494499910625,-0.8230462000065017,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4609860847812456,0.4609860847812456,atomic_atomic,0,0.4609860847812456,0.4609860847812456,0,0.4059486446054122,0.4059486446054122,5.162554165221161,4.167830684786088,0.6877008053856501,-0.3070226750494234,-0.516023524957079,0.0
Mol_1393_C_-1,Mol_8123_C_1,15.760274161534888,10.0,3.0,5.590440200001467,3.865501000007498,0.8759128499950748,-0.8490263499988941,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4531707579941738,0.4531707579941738,atomic_atomic,0,0.4531707579941738,0.4531707579941738,0,0.3248552169677475,0.3248552169677475,5.137269442007293,4.318671758001672,0.5510576330273272,-0.2675400509782933,-0.5814862990206,0.0
Mol_8251_C_-1,Mol_8305_C_1,6.7860164120552575,10.0,3.0,5.725395450004726,3.6491241499898015,0.5024338999937754,-1.573837400021148,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4437019659240641,0.4437019659240641,atomic_atomic,0,0.4437019659240641,0.4437019659240641,0,0.0899875964348798,0.0899875964348798,5.2816934840806615,4.092826115913867,0.4124463035588955,-0.7764210646078994,-0.7974163354132483,0.0
Mol_8568_C_-1,Mol_8533_C_1,5.156595786259467,10.0,3.0,5.655304450017866,3.609584649981116,0.4166298000054667,-1.6290900000312831,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.446817241368688,0.446817241368688,atomic_atomic,0,0.446817241368688,0.446817241368688,0,0.0580685423709456,0.0580685423709456,5.208487208649178,4.056401891349804,0.358561257634521,-0.7935240596648528,-0.8355659403664305,0.0
Mol_8591_C_-1,Mol_8590_C_1,7.411094122311891,10.0,3.0,5.806740300002275,3.837349699999322,0.3600002500024857,-1.6093903500004672,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.4430202472847138,0.4430202472847138,atomic_atomic,0,0.4430202472847138,0.4430202472847138,0,0.1035953719662126,0.1035953719662126,5.363720052717561,4.280369947284036,0.2564048780362731,-0.8269452273972513,-0.7824451226032151,0.0
Mol_11012_C_-1,Mol_11070_C_1,17.097352493943013,15.0,3.0,5.40038989999448,3.881068000016967,0.7293091999890748,-0.7900126999884378,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2963465967746804,0.2963465967746804,atomic_atomic,0,0.2963465967746804,0.2963465967746804,0,0.1349627573719179,0.1349627573719179,5.104043303219799,4.177414596791647,0.5943464426171569,-0.3322822638109955,-0.4577304361774428,0.0
Mol_1328_C_-1,Mol_1124_C_1,9.89005477131031,15.0,3.0,5.4628710499964654,3.8194689999945695,0.471750400000019,-1.171651650001877,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2958182377285095,0.2958182377285095,atomic_atomic,0,0.2958182377285095,0.2958182377285095,0,0.0576091857687034,0.0576091857687034,5.167052812267956,4.115287237723079,0.4141412142313155,-0.6376243603135615,-0.5340272896883156,0.0
Mol_11670_C_-1,Mol_11632_C_1,5.549717275505277,15.0,3.0,5.542436799994903,3.86635435000062,0.328744700003881,-1.3473377499904018,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3012348252499018,0.3012348252499018,atomic_atomic,0,0.3012348252499018,0.3012348252499018,0,0.0216349609987789,0.0216349609987789,5.2412019747450005,4.167589175250522,0.3071097390051021,-0.7665030604893763,-0.5808346895010248,0.0
Mol_1393_C_-1,Mol_1180_C_1,6.4707730735462485,15.0,3.0,5.400234450004064,3.861433299985947,0.3195480499998666,-1.2192531000182498,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2995724060840505,0.2995724060840505,atomic_atomic,0,0.2995724060840505,0.2995724060840505,0,0.0282199188793949,0.0282199188793949,5.100662043920013,4.161005706069997,0.2913281311204717,-0.6483282067295442,-0.5709248932887061,0.0
Mol_11707_C_-1,Mol_11901_C_1,13.724551059924693,15.0,3.0,5.544861449991004,3.8965297499962617,0.7819996000034735,-0.8663320999912685,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2951727137994258,0.2951727137994258,atomic_atomic,0,0.2951727137994258,0.2951727137994258,0,0.0967026456439426,0.0967026456439426,5.249688736191578,4.191702463795688,0.6852969543595309,-0.3726893180363595,-0.493642781954909,0.0
Mol_1396_C_-1,Mol_1291_C_1,5.022393272230258,15.0,3.0,5.494417950001662,3.8402354499994544,0.2065558999893255,-1.4476266000128817,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3023378748482849,0.3023378748482849,atomic_atomic,0,0.3023378748482849,0.3023378748482849,0,0.018198211602918,0.018198211602918,5.192080075153377,4.142573324847739,0.1883576883864075,-0.8611490619192297,-0.5864775380936518,0.0
Mol_1581_C_-1,Mol_1363_C_1,11.036291161162511,15.0,3.0,5.378100300004007,3.7935449499927927,0.5832102500135079,-1.0013450999977067,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2954515851451851,0.2954515851451851,atomic_atomic,0,0.2954515851451851,0.2954515851451851,0,0.0686382378673983,0.0686382378673983,5.082648714858822,4.088996535137978,0.5145720121461095,-0.479080167574734,-0.5222649324229719,0.0
