Mol_C_-1,Mol_C_1,dimer_comdist,radius,eps,IP,EA,ECT,VC,hash_C_1,hash_C_-1,P1_IP,P2_IP,P_IP,method,P1_EA,P2_EA,P_EA,P1_CT,P2_CT,P_CT,IP_corrected,EA_corrected,ECT_corrected,VC_corrected,VC_correction,VC_correction_value
Mol_1581_C_-1,Mol_1403_C_1,16.322378825209533,15.0,3.0,5.398531649989309,3.810114350009826,0.7779469999950379,-0.8104702999844449,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2958920842553733,0.2958920842553733,atomic_atomic,0,0.2958920842553733,0.2958920842553733,0,0.12600011394927,0.12600011394927,5.102639565733935,4.1060064342652,0.6519468860457679,-0.3446862454229676,-0.4657840545614766,0.0
Mol_11090_C_-1,Mol_14447_C_1,12.665350195253463,15.0,3.0,5.310909699983313,4.019058550009504,0.3850246999936644,-0.9068264499801444,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2951452709601621,0.2951452709601621,atomic_atomic,0,0.2951452709601621,0.2951452709601621,0,0.0853561315013963,0.0853561315013963,5.01576442902315,4.3142038209696665,0.299668568492268,-0.4018920395612157,-0.504934410418928,0.0
Mol_1391_C_-1,Mol_1463_C_1,7.73641944089446,15.0,3.0,5.4050201999925775,3.8121601000020746,0.4917066000052728,-1.1011534999852302,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2978598095690951,0.2978598095690951,atomic_atomic,0,0.2978598095690951,0.2978598095690951,0,0.0385179764585694,0.0385179764585694,5.107160390423482,4.11001990957117,0.4531886235467033,-0.5439518573056092,-0.5572016426796208,0.0
Mol_14822_C_-1,Mol_14672_C_1,20.86316329639436,15.0,3.0,5.359218400000827,3.9407924499973888,0.7286997500050347,-0.6897261999984039,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2992409751860614,0.2992409751860614,atomic_atomic,0,0.2992409751860614,0.2992409751860614,0,0.181068213313854,0.181068213313854,5.059977424814766,4.24003342518345,0.5476315366911807,-0.272312462940136,-0.4174137370582688,0.0
Mol_14574_C_-1,Mol_14745_C_1,13.15353876191069,15.0,3.0,5.440162500002771,3.8878560999874026,0.6685693500185153,-0.8837370499968529,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2951201847424259,0.2951201847424259,atomic_atomic,0,0.2951201847424259,0.2951201847424259,0,0.0907400166331033,0.0907400166331033,5.145042315260345,4.182976284729828,0.5778293333854119,-0.384236697145105,-0.4995003528517485,0.0
Mol_1318_C_-1,Mol_1511_C_1,14.693138216358188,15.0,3.0,5.397311649998301,3.847244699994917,0.7496152000094298,-0.8004517499939539,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2952734596138026,0.2952734596138026,atomic_atomic,0,0.2952734596138026,0.2952734596138026,0,0.107600904242597,0.107600904242597,5.102038190384498,4.14251815960872,0.6420142957668328,-0.3175057350089451,-0.4829460149850081,0.0
Mol_14967_C_-1,Mol_15195_C_1,10.17373290003659,15.0,3.0,5.66298844999983,3.9380087000026833,0.718527749995701,-1.0064520000014454,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2958594117755266,0.2958594117755266,atomic_atomic,0,0.2958594117755266,0.2958594117755266,0,0.0603881949878954,0.0603881949878954,5.367129038224303,4.23386811177821,0.6581395550078056,-0.4751213714382875,-0.5313306285631578,0.0
Mol_1694_C_-1,Mol_1693_C_1,4.727419699133191,15.0,3.0,5.506541650014697,4.0234445499954745,0.1216659499914385,-1.3614311500277836,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3029510168927314,0.3029510168927314,atomic_atomic,0,0.3029510168927314,0.3029510168927314,0,0.0163265078524453,0.0163265078524453,5.203590633121965,4.326395566888206,0.1053394421389931,-0.7718556240947653,-0.5895755259330175,0.0
Mol_17578_C_-1,Mol_17618_C_1,6.952912893680571,15.0,3.0,5.737255250001908,3.805279400010477,0.6681693999853451,-1.2638064500060864,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2988537156649132,0.2988537156649132,atomic_atomic,0,0.2988537156649132,0.2988537156649132,0,0.0321841902715686,0.0321841902715686,5.438401534336995,4.10413311567539,0.6359852097137764,-0.6982832089478284,-0.5655232410582577,0.0
Mol_18016_C_-1,Mol_17989_C_1,4.607345790948859,15.0,3.0,5.455329050004366,3.742864849991747,0.2326840500027174,-1.4797801500099013,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3032283766512204,0.3032283766512204,atomic_atomic,0,0.3032283766512204,0.3032283766512204,0,0.0155263842833462,0.0155263842833462,5.152100673353146,4.046093226642968,0.2171576657193712,-0.8888497809908069,-0.5909303690190947,0.0
Mol_5233_C_-1,Mol_1870_C_1,23.499013567978796,15.0,3.0,5.580683799998951,3.909172499988927,1.0504197500122243,-0.6210915499978,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3019706817602055,0.3019706817602055,atomic_atomic,0,0.3019706817602055,0.3019706817602055,0,0.2146865302413307,0.2146865302413307,5.278713118238746,4.211143181749132,0.8357332197708938,-0.2318367167187198,-0.3892548332790801,0.0
Mol_2041_C_-1,Mol_1909_C_1,4.373725800013689,15.0,3.0,5.480213899994851,3.858826700001373,0.1315806499915197,-1.4898065500019584,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3038013271318222,0.3038013271318222,atomic_atomic,0,0.3038013271318222,0.3038013271318222,0,0.0142497826154692,0.0142497826154692,5.176412572863029,4.162628027133195,0.1173308673760504,-0.8964536783537835,-0.5933528716481752,0.0
Mol_1967_C_-1,Mol_2030_C_1,20.074233822925223,15.0,3.0,5.465167449990986,3.9547370000072983,0.8197569499898236,-0.6906734999938635,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2984870567836667,0.2984870567836667,atomic_atomic,0,0.2984870567836667,0.2984870567836667,0,0.170947885114351,0.170947885114351,5.16668039320732,4.253224056790965,0.6488090648754725,-0.2646472715408818,-0.4260262284529824,0.0
Mol_1967_C_-1,Mol_2050_C_1,21.69206632608872,15.0,3.0,5.441537449994939,3.94066664998536,0.8404481500037946,-0.6604226500057848,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3015034903076098,0.3015034903076098,atomic_atomic,0,0.3015034903076098,0.3015034903076098,0,0.1916280278084743,0.1916280278084743,5.1400339596873295,4.24217014029297,0.6488201221953203,-0.2490436971990393,-0.4113789528067453,0.0
Mol_20668_C_-1,Mol_20629_C_1,5.408014805925028,15.0,3.0,5.55326289999357,3.9115594500035513,0.2650400499842362,-1.376663400005782,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3015326437941129,0.3015326437941129,atomic_atomic,0,0.3015326437941129,0.3015326437941129,0,0.0207918269913387,0.0207918269913387,5.2517302561994565,4.213092093797664,0.2442482229928974,-0.7943899394088947,-0.582273460596887,0.0
Mol_2094_C_-1,Mol_2089_C_1,15.224156413518148,15.0,3.0,5.478568149992498,3.915196650006692,0.7159001499967417,-0.847471349989064,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2954183882976309,0.2954183882976309,atomic_atomic,0,0.2954183882976309,0.2954183882976309,0,0.1132412383229793,0.1132412383229793,5.1831497616948665,4.210615038304323,0.6026589116737623,-0.3698758117167812,-0.4775955382722824,0.0
Mol_2129_C_-1,Mol_2106_C_1,3.958147114589582,15.0,3.0,5.625375449992134,3.769828500007861,0.3914985999872442,-1.4640483499970287,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3044889785786126,0.3044889785786126,atomic_atomic,0,0.3044889785786126,0.3044889785786126,0,0.0120700320320459,0.0120700320320459,5.320886471413521,4.074317478586474,0.3794285679551982,-0.8671404248718488,-0.5969079251251793,0.0
Mol_21251_C_-1,Mol_21246_C_1,8.823763636298546,15.0,3.0,5.342801249993499,3.953457900002832,0.2744346999825211,-1.1149086500081469,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2966543999241658,0.2966543999241658,atomic_atomic,0,0.2966543999241658,0.2966543999241658,0,0.0477658888966925,0.0477658888966925,5.046146850069333,4.250112299926998,0.2266688110858286,-0.5693657390565072,-0.5455429109516391,0.0
Mol_8694_C_-1,Mol_2157_C_1,9.19386828348471,15.0,3.0,5.364558500004932,3.98312084999634,0.28159160001087,-1.0998460499977227,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2963866860799554,0.2963866860799554,atomic_atomic,0,0.2963866860799554,0.2963866860799554,0,0.0511213547740633,0.0511213547740633,5.068171813924977,4.279507536076295,0.2304702452368066,-0.558194032611875,-0.5416520173858475,0.0
Mol_21749_C_-1,Mol_21588_C_1,10.562190485793924,15.0,3.0,5.443303399995784,3.87353460000304,0.5284133499953896,-1.0413554499973543,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2956787986137659,0.2956787986137659,atomic_atomic,0,0.2956787986137659,0.2956787986137659,0,0.0642218850526243,0.0642218850526243,5.147624601382018,4.169213398616806,0.4641914649427653,-0.5142197378224468,-0.5271357121749075,0.0
Mol_21686_C_-1,Mol_21624_C_1,8.490761624338244,15.0,3.0,5.374821599994903,3.9495082499925047,0.260688399997889,-1.1646249500045087,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.29695230167826,0.29695230167826,atomic_atomic,0,0.29695230167826,0.29695230167826,0,0.0446792752195557,0.0446792752195557,5.077869298316642,4.246460551670765,0.2160091247783332,-0.6153996218675439,-0.5492253281369642,0.0
Mol_21802_C_-1,Mol_21805_C_1,8.128755612561145,15.0,3.0,5.407740549999289,3.9912564999976894,0.2378128499985905,-1.1786712000030093,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2974998770391497,0.2974998770391497,atomic_atomic,0,0.2974998770391497,0.2974998770391497,0,0.0415700263527208,0.0415700263527208,5.110240672960139,4.288756377036839,0.1962428236458696,-0.6252414722774303,-0.5534297277255786,0.0
Mol_24554_C_-1,Mol_24543_C_1,5.890273757197762,15.0,3.0,5.444570099993143,3.963122450004448,0.0939687499922001,-1.3874788999964949,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.30060967419148,0.30060967419148,atomic_atomic,0,0.30060967419148,0.30060967419148,0,0.0240811296449732,0.0240811296449732,5.143960425801663,4.263732124195928,0.0698876203472269,-0.8103406812585079,-0.5771382187379868,0.0
Mol_5105_C_-1,Mol_24597_C_1,6.18958579896894,15.0,3.0,5.6067373500118265,3.801637249984197,0.399853550014086,-1.405246550013544,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3001027867929091,0.3001027867929091,atomic_atomic,0,0.3001027867929091,0.3001027867929091,0,0.0260771085353308,0.0260771085353308,5.306634563218918,4.101740036777105,0.3737764414787551,-0.8311180849630571,-0.5741284650504874,0.0
Mol_24657_C_-1,Mol_24607_C_1,9.514720079295056,15.0,3.0,5.444817850002437,3.926724950011703,0.3046931499993661,-1.2133997499913676,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2961890069083528,0.2961890069083528,atomic_atomic,0,0.2961890069083528,0.2961890069083528,0,0.0542344375150942,0.0542344375150942,5.148628843094084,4.222913956920056,0.2504587124842719,-0.6752561736897558,-0.5381435763016114,0.0
Mol_27312_C_-1,Mol_27290_C_1,4.137464362139038,15.0,3.0,5.875826150004286,3.899880500001018,0.6357142999913776,-1.3402313500118908,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3041943065474039,0.3041943065474039,atomic_atomic,0,0.3041943065474039,0.3041943065474039,0,0.0129694727727272,0.0129694727727272,5.571631843456882,4.204074806548422,0.6227448272186503,-0.7448122096898097,-0.5954191403220805,0.0
Mol_28068_C_-1,Mol_28048_C_1,11.747110915068257,15.0,3.0,5.475090699997963,3.870432499999879,0.6661680499964859,-0.9384901500015984,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.29523596231424,0.29523596231424,atomic_atomic,0,0.29523596231424,0.29523596231424,0,0.0761815370141942,0.0761815370141942,5.179854737683724,4.165668462314119,0.5899865129822917,-0.4241997623873133,-0.5142903876142857,0.0
Mol_4568_C_-1,Mol_4616_C_1,22.600182638482487,15.0,3.0,5.49860640001134,3.864868049990037,0.9742818000086118,-0.6594565500126919,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3009268197787543,0.3009268197787543,atomic_atomic,0,0.3009268197787543,0.3009268197787543,0,0.2049928504664017,0.2049928504664017,5.1976795802325855,4.165794869768791,0.76928894954221,-0.2625957609215842,-0.3968607890911069,0.0
Mol_14829_C_-1,Mol_4819_C_1,11.449276290006544,15.0,3.0,5.481037149991607,4.0611415000021225,0.4984378999943146,-0.9214577499951702,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2953199710093641,0.2953199710093641,atomic_atomic,0,0.2953199710093641,0.2953199710093641,0,0.0727557548952893,0.0727557548952893,5.185717178982244,4.356461471011486,0.4256821450990253,-0.4035735628717321,-0.5178841871234388,0.0
Mol_5105_C_-1,Mol_4821_C_1,12.262236846325653,15.0,3.0,5.543514849996427,3.8348045499878936,0.7998588000045856,-0.908851500003948,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2951610022169743,0.2951610022169743,atomic_atomic,0,0.2951610022169743,0.2951610022169743,0,0.080938834088088,0.080938834088088,5.248353847779453,4.129965552204868,0.7189199659164976,-0.3994683296580871,-0.5093831703458607,0.0
Mol_4838_C_-1,Mol_4936_C_1,5.287190232851367,15.0,3.0,5.567926849995274,3.968818699999247,0.2789984999981243,-1.320109649997903,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3018056261846596,0.3018056261846596,atomic_atomic,0,0.3018056261846596,0.3018056261846596,0,0.019882062007408,0.019882062007408,5.266121223810615,4.270624326183906,0.2591164379907163,-0.736380459635992,-0.5837291903619113,0.0
Mol_4733_C_-1,Mol_4996_C_1,17.78432275046412,15.0,3.0,5.393160250008805,3.898338700004388,0.761612200003583,-0.7332093500008341,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.296391219679218,0.296391219679218,atomic_atomic,0,0.296391219679218,0.296391219679218,0,0.143057295981248,0.143057295981248,5.096769030329587,4.194729919683605,0.6185549040223349,-0.2834842066236466,-0.449725143377188,0.0
Mol_5572_C_-1,Mol_5553_C_1,3.905774366834959,15.0,3.0,5.525993699993705,3.859199650003575,0.2597361999942222,-1.4070578499959083,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3049238200602247,0.3049238200602247,atomic_atomic,0,0.3049238200602247,0.3049238200602247,0,0.0117731533206082,0.0117731533206082,5.221069879933481,4.1641234700638,0.247963046673614,-0.8089833631960672,-0.5980744867998412,0.0
Mol_7607_C_-1,Mol_7540_C_1,4.426442376761495,15.0,3.0,5.6027972500014585,4.041494600009173,0.1280897999968147,-1.4332128499954706,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3036523334441984,0.3036523334441984,atomic_atomic,0,0.3036523334441984,0.3036523334441984,0,0.0145404319723501,0.0145404319723501,5.29914491655726,4.345146933453371,0.1135493680244645,-0.8404486150794246,-0.5927642349160468,0.0
Mol_7785_C_-1,Mol_7571_C_1,24.46585706164627,15.0,3.0,5.52142064999498,4.017102900004829,0.913551899997401,-0.5907658499927493,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3030524468106412,0.3030524468106412,atomic_atomic,0,0.3030524468106412,0.3030524468106412,0,0.2269463077711297,0.2269463077711297,5.218368203184339,4.32015534681547,0.6866055922262713,-0.211607264142597,-0.3791585858501528,0.0
Mol_7639_C_-1,Mol_7618_C_1,14.142618336964496,15.0,3.0,5.373801249996177,3.859865999998874,0.6403067999926861,-0.8736284500046168,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2952249244596065,0.2952249244596065,atomic_atomic,0,0.2952249244596065,0.2952249244596065,0,0.1015035465985443,0.1015035465985443,5.07857632553657,4.155090924458481,0.5388032533941418,-0.3846821476839475,-0.4889463023206687,0.0
Mol_1393_C_-1,Mol_7631_C_1,19.247349626876893,15.0,3.0,5.426026300003287,3.8673291500017513,0.8334016000007978,-0.7252955500007374,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2978210027449207,0.2978210027449207,atomic_atomic,0,0.2978210027449207,0.2978210027449207,0,0.1610264728322054,0.1610264728322054,5.128205297258366,4.165150152746672,0.6723751271685923,-0.2906800173431016,-0.4346155326576359,0.0
Mol_7758_C_-1,Mol_7782_C_1,4.436239569584066,15.0,3.0,5.650535950000631,3.926778400011244,0.3553034999931697,-1.3684540499962168,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3035725781920104,0.3035725781920104,atomic_atomic,0,0.3035725781920104,0.3035725781920104,0,0.0147340150317988,0.0147340150317988,5.34696337180862,4.230350978203255,0.3405694849613708,-0.7760429086439943,-0.592411141352222,0.0
Mol_7804_C_-1,Mol_7875_C_1,18.503759770680453,15.0,3.0,5.402683400010574,3.984562799989362,0.6738886000093771,-0.7442320000118343,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2972613631138264,0.2972613631138264,atomic_atomic,0,0.2972613631138264,0.2972613631138264,0,0.1518469691503284,0.1518469691503284,5.105422036896747,4.281824163103189,0.5220416308590488,-0.3015562429345091,-0.4426757570773245,0.0
Mol_1393_C_-1,Mol_8123_C_1,15.760274161534888,15.0,3.0,5.368737850003527,3.885555450004176,0.721736849998706,-0.7614455500006443,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2956840370985252,0.2956840370985252,atomic_atomic,0,0.2956840370985252,0.2956840370985252,0,0.119613591374053,0.119613591374053,5.073053812905001,4.181239487102702,0.602123258624653,-0.289691067177646,-0.4717544828229975,0.0
Mol_8251_C_-1,Mol_8305_C_1,6.7860164120552575,15.0,3.0,5.41429749999952,3.94853460000013,0.2459823499957565,-1.2197805500036338,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2991616434731906,0.2991616434731906,atomic_atomic,0,0.2991616434731906,0.2991616434731906,0,0.0305727456555522,0.0305727456555522,5.115135856526329,4.247696243473321,0.2154096043402042,-0.6520300087128041,-0.5677505412908288,0.0
Mol_8568_C_-1,Mol_8533_C_1,5.156595786259467,15.0,3.0,5.403595750016393,3.8567648000025656,0.23797734999971,-1.3088536000141175,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.3041522067852303,0.3041522067852303,atomic_atomic,0,0.3041522067852303,0.3041522067852303,0,0.0192940760327204,0.0192940760327204,5.099443543231163,4.160917006787796,0.2186832739669895,-0.719843262476378,-0.5890103375377401,0.0
Mol_8591_C_-1,Mol_8590_C_1,7.411094122311891,15.0,3.0,5.566413200009265,4.073359699992579,0.2028853000083472,-1.2901682000083383,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2980871092747725,0.2980871092747725,atomic_atomic,0,0.2980871092747725,0.2980871092747725,0,0.0354791922197223,0.0354791922197223,5.268326090734493,4.371446809267352,0.1674061077886249,-0.7294731736785165,-0.5606950263298226,0.0
Mol_11012_C_-1,Mol_11070_C_1,17.097352493943013,20.0,3.0,5.270348250007373,3.996297350007808,0.5828265500022098,-0.6912243499973556,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2209455351397204,0.2209455351397204,atomic_atomic,0,0.2209455351397204,0.2209455351397204,0,0.0652044004091508,0.0652044004091508,5.049402714867653,4.217242885147528,0.517622149593059,-0.3145376801270655,-0.37668666987029,0.0
Mol_1328_C_-1,Mol_1124_C_1,9.89005477131031,20.0,3.0,5.364538050009287,3.928151400003117,0.4375372500071535,-0.9988493999990168,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2236793590670602,0.2236793590670602,atomic_atomic,0,0.2236793590670602,0.2236793590670602,0,0.0267619466226558,0.0267619466226558,5.140858690942227,4.151830759070177,0.4107753033844976,-0.5782526284875522,-0.4205967715114647,0.0
Mol_11670_C_-1,Mol_11632_C_1,5.549717275505277,20.0,3.0,5.422644799997215,3.928711699991254,0.2959070500073721,-1.1980260499985889,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2281577481287681,0.2281577481287681,atomic_atomic,0,0.2281577481287681,0.2281577481287681,0,0.0097164003739136,0.0097164003739136,5.194487051868447,4.156869448120022,0.2861906496334585,-0.7514269541149661,-0.4465990958836226,0.0
Mol_1393_C_-1,Mol_1180_C_1,6.4707730735462485,20.0,3.0,5.276841899991268,3.9161775000102352,0.2790020999964326,-1.0816622999846004,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2270408909856703,0.2270408909856703,atomic_atomic,0,0.2270408909856703,0.2270408909856703,0,0.0127607211497078,0.0127607211497078,5.049801009005598,4.143218390995906,0.2662413788467248,-0.6403412391629668,-0.4413210608216327,0.0
Mol_11707_C_-1,Mol_11901_C_1,13.724551059924693,20.0,3.0,5.468021449982189,3.995449900015956,0.6984911499894224,-0.7740803999768104,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2218448840175599,0.2218448840175599,atomic_atomic,0,0.2218448840175599,0.2218448840175599,0,0.0460730222911861,0.0460730222911861,5.246176565964629,4.217294784033515,0.6524181276982363,-0.3764636542328775,-0.3976167457439336,0.0
Mol_1396_C_-1,Mol_1291_C_1,5.022393272230258,20.0,3.0,5.431925099997898,3.9669446000043536,0.1842406500072684,-1.2807398499862757,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2254393914690338,0.2254393914690338,atomic_atomic,0,0.2254393914690338,0.2254393914690338,0,0.0081555642382771,0.0081555642382771,5.206485708528864,4.192383991473387,0.1760850857689912,-0.8380166312864852,-0.4427232186997905,0.0
Mol_1581_C_-1,Mol_1363_C_1,11.036291161162511,20.0,3.0,5.318663400001242,3.901190549979219,0.535141400017892,-0.8823314500041306,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2237961941409594,0.2237961941409594,atomic_atomic,0,0.2237961941409594,0.2237961941409594,0,0.0320419112330944,0.0320419112330944,5.094867205860282,4.124986744120179,0.5030994887847975,-0.4667809729553063,-0.4155504770488244,0.0
Mol_1581_C_-1,Mol_1403_C_1,16.322378825209533,20.0,3.0,5.33782469999278,3.9435558000113815,0.6766184999869438,-0.7176503999944543,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2209752646053909,0.2209752646053909,atomic_atomic,0,0.2209752646053909,0.2209752646053909,0,0.0606928235424935,0.0606928235424935,5.116849435387389,4.164531064616773,0.6159256764444502,-0.3363926943261658,-0.3812577056682883,0.0
Mol_11090_C_-1,Mol_14447_C_1,12.665350195253463,20.0,3.0,5.224181800003862,4.132484950008802,0.2963944500079378,-0.795302399987122,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2221723921678401,0.2221723921678401,atomic_atomic,0,0.2221723921678401,0.2221723921678401,0,0.0403912178989079,0.0403912178989079,5.002009407836022,4.354657342176642,0.2560032321090298,-0.39134883355035,-0.4039535664367724,0.0
Mol_1391_C_-1,Mol_1463_C_1,7.73641944089446,20.0,3.0,5.302287450002041,3.8662592000036966,0.427627550001489,-1.008400699996855,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2256952735530873,0.2256952735530873,atomic_atomic,0,0.2256952735530873,0.2256952735530873,0,0.0175946181603004,0.0175946181603004,5.076592176448953,4.091954473556784,0.4100329318411885,-0.5746047710509801,-0.4337959289458741,0.0
Mol_14822_C_-1,Mol_14672_C_1,20.86316329639436,20.0,3.0,5.260087349990499,4.016084350005258,0.6226944999943953,-0.621308499990846,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2217658089806518,0.2217658089806518,atomic_atomic,0,0.2217658089806518,0.2217658089806518,0,0.0887143796894906,0.0887143796894906,5.038321541009847,4.23785015898591,0.5339801203049047,-0.266491261719033,-0.354817238271813,0.0
Mol_14574_C_-1,Mol_14745_C_1,13.15353876191069,20.0,3.0,5.319676900006016,4.0009800999832805,0.5402985999971861,-0.7783982000255492,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2219433260727112,0.2219433260727112,atomic_atomic,0,0.2219433260727112,0.2219433260727112,0,0.0430385701733776,0.0430385701733776,5.097733573933304,4.222923426055992,0.4972600298238084,-0.3775501180535038,-0.4008480819720449,0.0
Mol_1318_C_-1,Mol_1511_C_1,14.693138216358188,20.0,3.0,5.316231450007763,3.88513114998932,0.710480350011494,-0.7206199500069488,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2215352107008482,0.2215352107008482,atomic_atomic,0,0.2215352107008482,0.2215352107008482,0,0.051453912633502,0.051453912633502,5.094696239306915,4.106666360690168,0.6590264373779919,-0.3290034412387546,-0.3916165087681945,0.0
Mol_14967_C_-1,Mol_15195_C_1,10.17373290003659,20.0,3.0,5.523872449994087,4.112048199996934,0.5559763000055682,-0.8558479499915848,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2235322035867699,0.2235322035867699,atomic_atomic,0,0.2235322035867699,0.2235322035867699,0,0.0280811085423743,0.0280811085423743,5.300340246407317,4.335580403583704,0.5278951914631939,-0.4368646513604187,-0.4189832986311655,0.0
Mol_1694_C_-1,Mol_1693_C_1,4.727419699133191,20.0,3.0,5.378220700004022,4.124611199993524,0.0723949999955948,-1.181214500014903,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.229483655180211,0.229483655180211,atomic_atomic,0,0.229483655180211,0.229483655180211,0,0.0073019644885914,0.0073019644885914,5.148737044823811,4.354094855173734,0.0650930355070034,-0.7295491541430732,-0.4516653458718305,0.0
Mol_17578_C_-1,Mol_17618_C_1,6.952912893680571,20.0,3.0,5.629233750005369,3.8861913500149967,0.6433708999975352,-1.0996714999928372,7049b4f04320513007a41f2c80ce9989,9b93113bccbb85d51e0ff85da10b3d5e,0,0.2265460363198734,0.2265460363198734,atomic_atomic,0,0.2265460363198734,0.2265460363198734,0,0.0146933543287911,0.0146933543287911,5.402687713685496,4.11273738633487,0.628677545668744,-0.6612727816818819,-0.4383987183109558,0.0
