dimer_comdist,VC_corrected
10.087298582886682,-0.4969616647556445
13.467139502923228,-0.31878750619731516
19.648565283573223,-0.2888350299515846
8.458714967324125,-0.6242184292790276
16.494901651346773,-0.2789736409604679
4.419913118703686,-0.7621900041220782
3.7452949049222335,-0.8096943818858162
20.515235241355825,-0.2605745250000517
22.3768321106174,-0.23214734553176117
23.403751641417934,-0.20990236207725563
15.834770822958061,-0.36747260898996303
5.469475803410506,-0.7576586598535795
8.859769095210202,-0.4788398537218713
3.9711445944980635,-0.8209048202395293
21.490948255011904,-0.23497742850611938
15.165732786685899,-0.34212868082982434
9.22016743800205,-0.4284990329019611
6.985440283509079,-0.5653089491967057
4.0207368948552995,-0.7976482468050625
10.588832413761802,-0.49506036148118704
18.80465322755704,-0.2694622395508045
4.572658744095205,-0.5223328667860602
7.80885322940377,-0.6540708387711609
7.114517922598073,-0.6009197763533389
10.804299404187226,-0.42732030824958456
7.486898360748129,-0.6237817050337869
14.097853122539906,-0.3347400671443282
9.532495479060291,-0.44942113557846886
4.333587852275465,-0.8220341432843754
12.558167744250902,-0.38310522136387376
5.899924350479724,-0.7304211036620782
3.835309565511799,-0.8778821152727874
14.61733594682284,-0.31828260222165167
5.3713923712679,-0.7257628358891695
17.3150616399797,-0.2538249135563637
11.498917913557142,-0.45871446770027247
12.976514651511515,-0.3856041900941126
3.653959315017696,-0.870673633329799
6.090017032326234,-0.6618235065454421
4.194158254847635,-0.8088047403304918
11.953460479507099,-0.43796593875764217
4.94323253757723,-0.7250427500372296
6.496983777887678,-0.7133996429465475
4.315480623958042,-0.7391918468642685
5.104156123750614,-0.7014930836042055
5.8276245671106714,-0.6744861700762845
17.964938180939885,-0.2609899160747105
4.734450736160504,-0.7990409796900995
24.417679048690356,-0.2005727389170112
7.976733422940973,-0.49445101093035804
