dimer_comdist,VC_corrected
22.643807616648168,-0.23761103524078714
5.882900005057755,-0.6322797981218757
4.695798628745279,-0.7258676616087495
4.049501157781767,-0.7703466230903095
5.553980636552884,-0.7335903895821293
8.322419253908697,-0.573380303221279
8.113505223570455,-0.6158370894635081
9.469636894907433,-0.6162393684581732
17.923381499292628,-0.2767751458016589
5.592130199194395,-0.6925983861037015
11.909980259642497,-0.4273835631064861
5.139338402856686,-0.6594054624002238
15.451900453214808,-0.3200213990977224
12.386168920367775,-0.3850410292520931
17.15349001976074,-0.34201571282632653
19.312069850157307,-0.26501757934145037
18.548497250723745,-0.2692581026276373
14.84751099163534,-0.4023912661492886
4.049501157781645,-0.7703461731014349
6.544544726651124,-0.6671123095514371
11.445707546361637,-0.4415649507576916
24.58930262124518,-0.21731944972751857
23.524052503751438,-0.21586752854477415
20.82187000624698,-0.24556837189586725
7.4218898055780524,-0.6812684435610113
13.317312297426675,-0.38023979429226135
21.646406643899798,-0.25546775666046545
4.834679991527357,-0.762056658464442
5.021002328462148,-0.7494212948408767
3.6566777777230874,-0.7870114787817766
13.818715400645049,-0.35605092172977787
9.749569779984435,-0.45230976004259116
20.065379207640515,-0.2740429751710812
7.833906327104051,-0.7276855212263508
14.370688712019083,-0.38415646658337865
7.302068551010736,-0.5581754502092979
5.726973591135665,-0.6978095745160784
8.584871390800565,-0.5538854621411511
12.78350150486481,-0.37521262622190366
10.952092441917015,-0.4878336290242804
16.64607232318457,-0.29767070094475073
4.510226190686955,-0.732698545873854
4.427756852757987,-0.8303778723697008
4.512601240313284,-0.7893828318081072
6.878232807505519,-0.5954447157155969
10.201409376789629,-0.5588206956616912
9.07527596445687,-0.5037772784282663
15.923617705446288,-0.28961452695767287
6.281549615592913,-0.693013070907397
10.580799790599347,-0.42537975459051264
